comments,ratings
"我一直觉得中国古代神话能称得上传奇的只有两个人物
一是猴子 一是哪吒
百世蕴灵育出只石猴 大闹天宫腾云驾雾
三年怀胎生了个哪吒 东海屠龙翻江倒海
可以说 除了这两人 没人再能当得起离经放纵四个字的
但称得上悲剧的 约摸也只有这两个
一个五行山下压五百年 揭了封印 戴上金箍无悲无喜 拜佛西天 唤孙悟空
一个削肉还母剔骨还父 塑了莲身 站上火轮无怨无恨 封神南门 号三太子
这尘世最擅长的事 大抵就是抹杀疏狂者的落拓 磨平豪纵者的傲骨 斩灭叛世者的孤妄
",5
任何一个稍微对语言有点敏感度的人，都会感觉耳朵受到了侵犯。北京这帮闭门造车的动画工作者这么用四川话，就跟美国人觉得全世界应该讲英语一样——你瞧你一口外国话多滑稽。乱七八糟的不仅是语言。以及，中国人依旧没有幽默感，对喜剧的理解极其肤浅，里面的逗哏都是剥削性的，自作聪明罢了。,2
犯了和陈凯歌版赵氏孤儿一个毛病，把原著里最激烈的人性冲突给剔除了。,3
冥冥中有股党性...,3
价值观表达处理不好，上限就在那儿了。,3
电影交流会上一派喜气洋洋的氛围。导演说让这部电影成为国漫崛起的代表，而我觉得最多凑个国漫复兴，血统不纯何谓“国漫”？另外只有我一个人觉得电影三观扭曲吗？主角形象另说，台词轻浮，情节丑恶低下：百姓因恐惧哪吒装死跳进真棺材，逝者横尸大街还抢人家符咒？？放屁没完没了还要反派没完没了吸？？娘炮和残疾人也能没完没了搞笑？这部电影我果断不能买单。,2
自古红蓝出CP！虽然对“我命由我不由天”这种主题还蛮疲劳的~｜电审动字［2019］018号,4
好的，说实话我认为是过誉了,4
看哭了呀。。。期待“封神宇宙”（真的有吗？）,5
不太喜欢这部戏里太乙真人的设定，低俗梗比谐音梗还要扣钱。打斗场面很加分，终于不是一个大招打赢boss的局了。只是那盘在一根根柱子上的龙，天庭怎么就这么理直气壮让他们数年如一日地在不见天日的地方镇压坏蛋啊，能不能轮个岗…,4
因为大家吹爆才去看的，动画技术值得肯定，但配音到剧情全程尴尬，二流子哪吒，泼妇哪吒妈，娘娘腔的大胡子村民，结巴申公豹（为营造“申公公”的笑点设定为结巴）一口川普的肥佬太乙真人，各种掏裤裆喝鼻涕玩得不亦乐乎，把屎尿屁当幽默，把瞎编当创新。 我需要看《哪吒闹海》来净化心灵了。,2
所以最后龙族怎么样了？,4
非常不错，但不如大圣归来。我更喜欢白蛇缘起,4
我觉得是一部完全没必要看的作品,3
泼个冷水，“哪吒”的模式其实还蛮网文的，穿插着各种不合时宜的现代烂俗梗，尤其是在各种隐藏“大战”（封神战）、“等级”、“技能”术语悄然而过的瞬间，就令我不止一次地回想起无数个躲在被窝里偷看网络小说的夜晚，可惜现在早已不是这种年纪。“哪吒”的技术固然是无可挑剔的，然而故事略中二，深度如爽文，人物看似反传统，但其实又套路得可怜，逆天改命这种写烂了的东西大家是看得太少吗？就不要去妄想什么暗黑神话颠覆改编了，一切都是为了服务“画面”二字。,3
看片前：“我倒要看看这么丑的哪吒到底有多好看“，看完：？？？即使他是所谓的国漫希望我也要从我的个人审美来进行客观公正的评价，而不是一味的夸大说这是一个怎么样的进步。我并不认为这是一部优秀的作品，虽然这对于国漫来说可能的确是难得一见的片子，我承认片中的美术、特效以及配乐都还不错，是电影工业化上的进步，故事结构世界体系比较完整，但是于此同时粗俗油腻的对白台词让我无法忍受，哪吒的人物塑造过于刻意做作，穿插的搞笑桥段简直宛若智障疯狂出戏，很多转折和过度过于牵强，凭借着快节奏的转场硬性煽情，色彩饱和艳俗的让我怀疑人生，如果说这种滥情且廉价毫无文学素养的剧本可以代表国漫的希望，那真的挺绝望的。因为这部片子符合当下语境的快餐和刺激，你不需要动脑，这种叙事结构以及一句“我命由你不由天”和鸡汤文有什么区别？？,1
我最讨厌别人不擦润唇膏了！每次看到嘴上干裂起皮都忍不住想要亲上去！所以你要多擦一点润唇膏啊！你到底要不要我给你擦润唇膏！——好喜欢这一段，那时的张柏芝漂亮的无法用笔墨形容，脚趾甲上涂着五彩的颜色，小巧的下巴和明亮的眼，根本就是个小妖孽。【MD电影短评怎么字数限制这么短！】,5
以前看的时候，电影里真正隐含的意思我都不懂，但当我慢慢长大，经历的东西越来越多的时候，再回顾这些，我能领悟到星爷电影里人生的真谛，同理也可以套用在《大话西游》。ps，每次看到那句“我养你啊！”都会毫无疑问的飙泪。★★★★☆,4
我养你啊！,4
“去哪里啊？”“回家。”“然后呢？”“上班咯。”“不上班行不行？”“不上班你养我？”“嗨！”“又怎么了？”...“我养你啊。”“你先照顾好你自己吧，傻瓜。”接着张柏芝在计程车上哭成泪人，这一段真是演得太好太好了。,4
周星星电影中最喜欢的一部,5
那时候的她无论多少流言蜚语都无所谓,5
“我是一个演员”，我最爱的周星驰作品，笑得流泪,5
又有什么？谁说一个跑龙套的不能爱上一个妓女？,4
我养你啊,4
这电影我真是看一次哭一次；柳飘飘织着毛衣等尹天仇回来那场戏，小人物的爱卑微到连确认都不敢，只好扯着嗓门吵吵嚷嚷，害怕下一句他就会说：“我不要你了。”幸好尹天仇说的是“柳飘飘，我爱你。”,5
戏梦人生，笑中带泪，好作品,5
星爷的电影走出了一条独辟蹊径的喜剧之路，以前只记住了他的无厘头，长大一点再回头看却看到了很多不一样的东西，略略理解了一些小人物卑微的挣扎。还有年轻的张柏芝是真的好看,4
18岁的张柏芝啊~~谁都想说我养你啊~~,4
张柏芝将柳飘飘这个角色演绎得很好，集美丽与清纯于一身，特别是转身整理头发那幕，特别撩人心弦。,5
对于小人物的悲欢，星爷的电影总是表现的很深刻。张柏芝当时很好看。,4
或许是最好的一部周星驰,4
张柏芝真的好美，有一段时间我觉得她不是很美，我错了，她真的特别特别美~天生的演员,5
这么美的张柏芝，换我，我也要对她说“我养你”。,4
“其实我是一个演员！” 与“我养你啊！”，一是理想，一是爱情，人生追求莫不如此。谢谢星爷带来的感动。,4
其实我是个演员，这句话真是道出了一个普通人想追求自己梦想的心酸。在梦想的开始没有人会理解你，甚至还会无情的嘲笑你不自量力。但是人没有梦想，和咸鱼有什么分别！,4
影片让人感到很温馨，残酷，同时又保持了周星驰电影独特的喜剧风格。,4
"尹天仇：“喂……！”
柳飘飘:“又怎么了？”
尹天仇:“我养你啊！”
🤗
……  ",4
当年朋友拿来盘VCD，周星驰主演的“喜剧之王”，是演过蛊惑专家、唐伯虎点秋香、鹿鼎记、审死官的周星驰，而且这部电影叫做“喜剧之王”，我们准备好了笑痛肚皮。一个半小时后，大家都沉着脸，什么狗屁“喜剧之王”，一点也不好笑，太难看了。工作多年后才明白这部电影是周星驰的巅峰之作。,4
后二十分钟和吴孟达角色意义没有get到，电影前一个小时堪称完美,4
“没关系，天亮了就会很美的”,5
失望！太想真诚，倒显得做作了,3
哈哈哈，周星驰笑得很有魔性的，经典就是好看,4
以小人物的龙套演员为切入点，语言幽默搞笑！张柏芝饰演的柳飘飘好美啊！尤其是在风中那凌乱的美，真让人心动不已！,4
当他在豪车上回答“是呀”时，一定知道自己放弃的是什么。,5
第8次,5
小时候看对我养你一笑而过，长大才知放在现今的大环境胜过海誓山盟,4
经典电影之所以为经典电影，就是因为电影值得重温无数遍，且每遍重温都有新的感觉。,5
向来讨厌励志的电影。电影的作用在于激起情感，给不了现实的解决办法。我总会觉得这种在100多分钟的时间内塑造出的成功太过乐观浅薄虚无。这种电影，只有周星驰拍出来我才是服气的。别人家的励志片，看着蛮惨，其实总是幸运的。星爷的电影，总能让人笑，但其实凄惨真实。周星驰的电影角色总是固执活在自己世界，当他与世界接触时，矛盾出现了，这些矛盾是笑点，也是悲剧。凄惨而坚韧，是周星驰电影角色共有的特点，虽身陷囫囵，却生命力顽强，虽看重自尊，却常常丢掉，但还要抹干眼泪继续活着，因为不这样的话就无法活下去。当所有人都把你当成一个死跑龙套时，你要把自己当成一个演员，所以你就会成为一个演员。,5
一部让你笑着感动的喜剧片。张柏芝那时很纯呢。,4
喜欢周星驰早年的作品，笑中带泪,4
笑着悲伤的感觉，互相祝福的那段话随他们一起笑一起沉默。这里的张柏芝太美了,4
悲剧用喜剧来表达，很棒的一部电影,5
周星驰的电影是欢乐的喜剧，但是看过之后总会留下一点深刻的记忆，那就是他电影的精华。,4
张柏芝拿着嫖资在车上痛哭起来那一段，应该是无厘头史上最不无厘头的一次无厘头了吧。以及星爷要是跟莫文蔚走了，就是性别对换的咸湿版《爱乐之城》。,4
星爷电影中最喜欢的一部，当年只有18岁的张柏芝，真美啊。,5
很励志的影片，虽然不懂演绎事业的道道，但是影片可以看到演员的艰辛，努力，而且告诉我们努力去做，把握住机会总会成功，非常的励志！,4
星爷最经典的电影之一了吧，小时候没看懂，长大了又不忍心去看，再看的话会哭成狗吧，喜剧就是用轻松的方式讲最沉重的东西吧，很少真的看懂星爷的无厘头搞笑，这部是真的看到心坎里，张柏芝是真的惊艳，颜值巅峰跟演技巅峰,4
